t1,t2
"Chlorophyll_A, Lost_Shoot_length, Seed_volume",45.8
"Chlorophyll_A, Lost_Shoot_length, Seed_density",44.7
"Chlorophyll_A, Lost_Root_thickness, Lost_Shoot_thickness",55.1
"Chlorophyll_A, Lost_Root_thickness, Lost_Chlorophyll_A",47.3
"Chlorophyll_A, Lost_Root_thickness, Lost_Chlorophyll_B",49.7
"Chlorophyll_A, Lost_Root_thickness, Seed_volume",41.4
"Chlorophyll_A, Lost_Root_thickness, Seed_density",40.2
"Chlorophyll_A, Lost_Shoot_thickness, Lost_Chlorophyll_A",55.7
"Chlorophyll_A, Lost_Shoot_thickness, Lost_Chlorophyll_B",56.5
"Chlorophyll_A, Lost_Shoot_thickness, Seed_volume",44.4
"Chlorophyll_A, Lost_Shoot_thickness, Seed_density",42.7
"Chlorophyll_A, Lost_Chlorophyll_A, Lost_Chlorophyll_B",72
"Chlorophyll_A, Lost_Chlorophyll_A, Seed_volume",45.2
"Chlorophyll_A, Lost_Chlorophyll_A, Seed_density",45.8
"Chlorophyll_A, Lost_Chlorophyll_B, Seed_volume",46.5
"Chlorophyll_A, Lost_Chlorophyll_B, Seed_density",47
"Chlorophyll_A, Seed_volume, Seed_density",45.3
"Chlorophyll_B, Stress_Root_weight, Stress_Shoot_weight",62.9
"Chlorophyll_B, Stress_Root_weight, Stress_Root_length",53.1
"Chlorophyll_B, Stress_Root_weight, Stress_Shoot_length",57
"Chlorophyll_B, Stress_Root_weight, Stress_Root_Na+",41.4
"Chlorophyll_B, Stress_Root_weight, Stress_Root_K+",40.5
"Chlorophyll_B, Stress_Root_weight, Stress_Shoot_Na+",41
"Chlorophyll_B, Stress_Root_weight, Stress_Shoot_K+",39
"Chlorophyll_B, Stress_Root_weight, SES",56.7
"Chlorophyll_B, Stress_Root_weight, Stress_Chlorophyll_A",57
"Chlorophyll_B, Stress_Root_weight, Stress_Chlorophyll_B",56.5
"Chlorophyll_B, Stress_Root_weight, Width_WO_husk",40.9
"Chlorophyll_B, Stress_Root_weight, Length_WO_husk",41.1
"Chlorophyll_B, Stress_Root_weight, Height_WO_husk",47.5
"Chlorophyll_B, Stress_Root_weight, Seed_Weight",47.5
"Chlorophyll_B, Stress_Root_weight, Root_thickness",52.4
"Chlorophyll_B, Stress_Root_weight, Shoot_thickness",53.7
"Chlorophyll_B, Stress_Root_weight, Stress_Root_thickness",61.4
"Chlorophyll_B, Stress_Root_weight, Stress_Shoot_thickness",61.4
"Chlorophyll_B, Stress_Root_weight, Lost_Root_weight",43.1
"Chlorophyll_B, Stress_Root_weight, Lost_Shoot_weight",46.1
"Chlorophyll_B, Stress_Root_weight, Lost_Root_length",41.5
"Chlorophyll_B, Stress_Root_weight, Lost_Shoot_length",41.9
"Chlorophyll_B, Stress_Root_weight, Lost_Root_thickness",41
"Chlorophyll_B, Stress_Root_weight, Lost_Shoot_thickness",43.5
"Chlorophyll_B, Stress_Root_weight, Lost_Chlorophyll_A",52.5
"Chlorophyll_B, Stress_Root_weight, Lost_Chlorophyll_B",54
"Chlorophyll_B, Stress_Root_weight, Seed_volume",46.5
"Chlorophyll_B, Stress_Root_weight, Seed_density",37.4
"Chlorophyll_B, Stress_Shoot_weight, Stress_Root_length",51.1
"Chlorophyll_B, Stress_Shoot_weight, Stress_Shoot_length",61.2
"Chlorophyll_B, Stress_Shoot_weight, Stress_Root_Na+",41.8
"Chlorophyll_B, Stress_Shoot_weight, Stress_Root_K+",40.9
"Chlorophyll_B, Stress_Shoot_weight, Stress_Shoot_Na+",43.2
"Chlorophyll_B, Stress_Shoot_weight, Stress_Shoot_K+",39.7
"Chlorophyll_B, Stress_Shoot_weight, SES",60.5
"Chlorophyll_B, Stress_Shoot_weight, Stress_Chlorophyll_A",61.1
"Chlorophyll_B, Stress_Shoot_weight, Stress_Chlorophyll_B",59.6
"Chlorophyll_B, Stress_Shoot_weight, Width_WO_husk",42
"Chlorophyll_B, Stress_Shoot_weight, Length_WO_husk",42.9
"Chlorophyll_B, Stress_Shoot_weight, Height_WO_husk",48.6
"Chlorophyll_B, Stress_Shoot_weight, Seed_Weight",49.1
"Chlorophyll_B, Stress_Shoot_weight, Root_thickness",54.5
"Chlorophyll_B, Stress_Shoot_weight, Shoot_thickness",56.1
"Chlorophyll_B, Stress_Shoot_weight, Stress_Root_thickness",57.7
"Chlorophyll_B, Stress_Shoot_weight, Stress_Shoot_thickness",65.9
"Chlorophyll_B, Stress_Shoot_weight, Lost_Root_weight",40.9
"Chlorophyll_B, Stress_Shoot_weight, Lost_Shoot_weight",46.5
"Chlorophyll_B, Stress_Shoot_weight, Lost_Root_length",43.4
"Chlorophyll_B, Stress_Shoot_weight, Lost_Shoot_length",41.9
"Chlorophyll_B, Stress_Shoot_weight, Lost_Root_thickness",43.1
"Chlorophyll_B, Stress_Shoot_weight, Lost_Shoot_thickness",43.7
"Chlorophyll_B, Stress_Shoot_weight, Lost_Chlorophyll_A",55.5
"Chlorophyll_B, Stress_Shoot_weight, Lost_Chlorophyll_B",55.1
"Chlorophyll_B, Stress_Shoot_weight, Seed_volume",48.2
"Chlorophyll_B, Stress_Shoot_weight, Seed_density",38.3
"Chlorophyll_B, Stress_Root_length, Stress_Shoot_length",53.2
"Chlorophyll_B, Stress_Root_length, Stress_Root_Na+",39.9
"Chlorophyll_B, Stress_Root_length, Stress_Root_K+",39.3
"Chlorophyll_B, Stress_Root_length, Stress_Shoot_Na+",38.2
"Chlorophyll_B, Stress_Root_length, Stress_Shoot_K+",39.1
"Chlorophyll_B, Stress_Root_length, SES",44.6
"Chlorophyll_B, Stress_Root_length, Stress_Chlorophyll_A",47.5
"Chlorophyll_B, Stress_Root_length, Stress_Chlorophyll_B",47.2
"Chlorophyll_B, Stress_Root_length, Width_WO_husk",39.5
"Chlorophyll_B, Stress_Root_length, Length_WO_husk",37.2
"Chlorophyll_B, Stress_Root_length, Height_WO_husk",45.4
"Chlorophyll_B, Stress_Root_length, Seed_Weight",42.2
"Chlorophyll_B, Stress_Root_length, Root_thickness",44.2
"Chlorophyll_B, Stress_Root_length, Shoot_thickness",49.5
"Chlorophyll_B, Stress_Root_length, Stress_Root_thickness",37.5
"Chlorophyll_B, Stress_Root_length, Stress_Shoot_thickness",47.9
"Chlorophyll_B, Stress_Root_length, Lost_Root_weight",41
"Chlorophyll_B, Stress_Root_length, Lost_Shoot_weight",46.2
"Chlorophyll_B, Stress_Root_length, Lost_Root_length",52.1
"Chlorophyll_B, Stress_Root_length, Lost_Shoot_length",43.1
"Chlorophyll_B, Stress_Root_length, Lost_Root_thickness",43.5
"Chlorophyll_B, Stress_Root_length, Lost_Shoot_thickness",43
"Chlorophyll_B, Stress_Root_length, Lost_Chlorophyll_A",46.4
"Chlorophyll_B, Stress_Root_length, Lost_Chlorophyll_B",50.3
"Chlorophyll_B, Stress_Root_length, Seed_volume",42.6
"Chlorophyll_B, Stress_Root_length, Seed_density",37.6
"Chlorophyll_B, Stress_Shoot_length, Stress_Root_Na+",41
"Chlorophyll_B, Stress_Shoot_length, Stress_Root_K+",39.9
"Chlorophyll_B, Stress_Shoot_length, Stress_Shoot_Na+",43
"Chlorophyll_B, Stress_Shoot_length, Stress_Shoot_K+",40.1
"Chlorophyll_B, Stress_Shoot_length, SES",53
"Chlorophyll_B, Stress_Shoot_length, Stress_Chlorophyll_A",55.2
"Chlorophyll_B, Stress_Shoot_length, Stress_Chlorophyll_B",54.8
"Chlorophyll_B, Stress_Shoot_length, Width_WO_husk",40.7
"Chlorophyll_B, Stress_Shoot_length, Length_WO_husk",41.6
"Chlorophyll_B, Stress_Shoot_length, Height_WO_husk",47.7
"Chlorophyll_B, Stress_Shoot_length, Seed_Weight",46.4
"Chlorophyll_B, Stress_Shoot_length, Root_thickness",52.5
"Chlorophyll_B, Stress_Shoot_length, Shoot_thickness",51.9
"Chlorophyll_B, Stress_Shoot_length, Stress_Root_thickness",49.8
"Chlorophyll_B, Stress_Shoot_length, Stress_Shoot_thickness",53.1
"Chlorophyll_B, Stress_Shoot_length, Lost_Root_weight",41.7
"Chlorophyll_B, Stress_Shoot_length, Lost_Shoot_weight",47.5
"Chlorophyll_B, Stress_Shoot_length, Lost_Root_length",46.1
"Chlorophyll_B, Stress_Shoot_length, Lost_Shoot_length",42.4
"Chlorophyll_B, Stress_Shoot_length, Lost_Root_thickness",45
"Chlorophyll_B, Stress_Shoot_length, Lost_Shoot_thickness",43.1
"Chlorophyll_B, Stress_Shoot_length, Lost_Chlorophyll_A",49.7
"Chlorophyll_B, Stress_Shoot_length, Lost_Chlorophyll_B",51.9
"Chlorophyll_B, Stress_Shoot_length, Seed_volume",46.2
"Chlorophyll_B, Stress_Shoot_length, Seed_density",38.7
"Chlorophyll_B, Stress_Root_Na+, Stress_Root_K+",64.5
"Chlorophyll_B, Stress_Root_Na+, Stress_Shoot_Na+",36.7
"Chlorophyll_B, Stress_Root_Na+, Stress_Shoot_K+",39.8
"Chlorophyll_B, Stress_Root_Na+, SES",38.3
"Chlorophyll_B, Stress_Root_Na+, Stress_Chlorophyll_A",39.6
"Chlorophyll_B, Stress_Root_Na+, Stress_Chlorophyll_B",40.4
"Chlorophyll_B, Stress_Root_Na+, Width_WO_husk",38.4
"Chlorophyll_B, Stress_Root_Na+, Length_WO_husk",35.5
"Chlorophyll_B, Stress_Root_Na+, Height_WO_husk",42.2
"Chlorophyll_B, Stress_Root_Na+, Seed_Weight",39.6
"Chlorophyll_B, Stress_Root_Na+, Root_thickness",43.6
"Chlorophyll_B, Stress_Root_Na+, Shoot_thickness",46.5
"Chlorophyll_B, Stress_Root_Na+, Stress_Root_thickness",39.7
"Chlorophyll_B, Stress_Root_Na+, Stress_Shoot_thickness",40.7
"Chlorophyll_B, Stress_Root_Na+, Lost_Root_weight",41.1
"Chlorophyll_B, Stress_Root_Na+, Lost_Shoot_weight",45.9
"Chlorophyll_B, Stress_Root_Na+, Lost_Root_length",35.9
"Chlorophyll_B, Stress_Root_Na+, Lost_Shoot_length",43
"Chlorophyll_B, Stress_Root_Na+, Lost_Root_thickness",41.5
"Chlorophyll_B, Stress_Root_Na+, Lost_Shoot_thickness",43.3
"Chlorophyll_B, Stress_Root_Na+, Lost_Chlorophyll_A",44.4
"Chlorophyll_B, Stress_Root_Na+, Lost_Chlorophyll_B",49.8
"Chlorophyll_B, Stress_Root_Na+, Seed_volume",39.5
"Chlorophyll_B, Stress_Root_Na+, Seed_density",35
"Chlorophyll_B, Stress_Root_K+, Stress_Shoot_Na+",39.2
"Chlorophyll_B, Stress_Root_K+, Stress_Shoot_K+",39.5
"Chlorophyll_B, Stress_Root_K+, SES",37.6
"Chlorophyll_B, Stress_Root_K+, Stress_Chlorophyll_A",40
"Chlorophyll_B, Stress_Root_K+, Stress_Chlorophyll_B",40.8
"Chlorophyll_B, Stress_Root_K+, Width_WO_husk",38.6
"Chlorophyll_B, Stress_Root_K+, Length_WO_husk",36.1
"Chlorophyll_B, Stress_Root_K+, Height_WO_husk",41.9
"Chlorophyll_B, Stress_Root_K+, Seed_Weight",39
"Chlorophyll_B, Stress_Root_K+, Root_thickness",43.8
"Chlorophyll_B, Stress_Root_K+, Shoot_thickness",46.4
"Chlorophyll_B, Stress_Root_K+, Stress_Root_thickness",38.6
"Chlorophyll_B, Stress_Root_K+, Stress_Shoot_thickness",40.3
"Chlorophyll_B, Stress_Root_K+, Lost_Root_weight",41.6
"Chlorophyll_B, Stress_Root_K+, Lost_Shoot_weight",45.8
"Chlorophyll_B, Stress_Root_K+, Lost_Root_length",35.5
"Chlorophyll_B, Stress_Root_K+, Lost_Shoot_length",42.2
"Chlorophyll_B, Stress_Root_K+, Lost_Root_thickness",42.8
"Chlorophyll_B, Stress_Root_K+, Lost_Shoot_thickness",43.9
"Chlorophyll_B, Stress_Root_K+, Lost_Chlorophyll_A",44.3
"Chlorophyll_B, Stress_Root_K+, Lost_Chlorophyll_B",49.7
"Chlorophyll_B, Stress_Root_K+, Seed_volume",39
"Chlorophyll_B, Stress_Root_K+, Seed_density",34.5
"Chlorophyll_B, Stress_Shoot_Na+, Stress_Shoot_K+",37.4
"Chlorophyll_B, Stress_Shoot_Na+, SES",41
"Chlorophyll_B, Stress_Shoot_Na+, Stress_Chlorophyll_A",44.8
"Chlorophyll_B, Stress_Shoot_Na+, Stress_Chlorophyll_B",44.6
"Chlorophyll_B, Stress_Shoot_Na+, Width_WO_husk",37.7
"Chlorophyll_B, Stress_Shoot_Na+, Length_WO_husk",36.4
"Chlorophyll_B, Stress_Shoot_Na+, Height_WO_husk",40.7
"Chlorophyll_B, Stress_Shoot_Na+, Seed_Weight",41.2
"Chlorophyll_B, Stress_Shoot_Na+, Root_thickness",44.5
"Chlorophyll_B, Stress_Shoot_Na+, Shoot_thickness",46.4
"Chlorophyll_B, Stress_Shoot_Na+, Stress_Root_thickness",40.4
"Chlorophyll_B, Stress_Shoot_Na+, Stress_Shoot_thickness",41.3
"Chlorophyll_B, Stress_Shoot_Na+, Lost_Root_weight",41.1
"Chlorophyll_B, Stress_Shoot_Na+, Lost_Shoot_weight",45.8
"Chlorophyll_B, Stress_Shoot_Na+, Lost_Root_length",35
"Chlorophyll_B, Stress_Shoot_Na+, Lost_Shoot_length",41.6
"Chlorophyll_B, Stress_Shoot_Na+, Lost_Root_thickness",41.4
"Chlorophyll_B, Stress_Shoot_Na+, Lost_Shoot_thickness",44.2
"Chlorophyll_B, Stress_Shoot_Na+, Lost_Chlorophyll_A",46.4
"Chlorophyll_B, Stress_Shoot_Na+, Lost_Chlorophyll_B",50.6
"Chlorophyll_B, Stress_Shoot_Na+, Seed_volume",40.4
"Chlorophyll_B, Stress_Shoot_Na+, Seed_density",35.7
"Chlorophyll_B, Stress_Shoot_K+, SES",35.7
"Chlorophyll_B, Stress_Shoot_K+, Stress_Chlorophyll_A",40.2
"Chlorophyll_B, Stress_Shoot_K+, Stress_Chlorophyll_B",41
"Chlorophyll_B, Stress_Shoot_K+, Width_WO_husk",36.5
"Chlorophyll_B, Stress_Shoot_K+, Length_WO_husk",36.5
"Chlorophyll_B, Stress_Shoot_K+, Height_WO_husk",39.7
"Chlorophyll_B, Stress_Shoot_K+, Seed_Weight",38.1
"Chlorophyll_B, Stress_Shoot_K+, Root_thickness",44
"Chlorophyll_B, Stress_Shoot_K+, Shoot_thickness",46.6
"Chlorophyll_B, Stress_Shoot_K+, Stress_Root_thickness",37.1
"Chlorophyll_B, Stress_Shoot_K+, Stress_Shoot_thickness",38.5
"Chlorophyll_B, Stress_Shoot_K+, Lost_Root_weight",42.4
"Chlorophyll_B, Stress_Shoot_K+, Lost_Shoot_weight",46
"Chlorophyll_B, Stress_Shoot_K+, Lost_Root_length",35.6
"Chlorophyll_B, Stress_Shoot_K+, Lost_Shoot_length",41.6
"Chlorophyll_B, Stress_Shoot_K+, Lost_Root_thickness",42.5
"Chlorophyll_B, Stress_Shoot_K+, Lost_Shoot_thickness",43.7
"Chlorophyll_B, Stress_Shoot_K+, Lost_Chlorophyll_A",44.3
"Chlorophyll_B, Stress_Shoot_K+, Lost_Chlorophyll_B",49.7
"Chlorophyll_B, Stress_Shoot_K+, Seed_volume",38.1
"Chlorophyll_B, Stress_Shoot_K+, Seed_density",35.9
"Chlorophyll_B, SES, Stress_Chlorophyll_A",59.2
"Chlorophyll_B, SES, Stress_Chlorophyll_B",57.1
"Chlorophyll_B, SES, Width_WO_husk",38.7
"Chlorophyll_B, SES, Length_WO_husk",39.4
"Chlorophyll_B, SES, Height_WO_husk",43.4
"Chlorophyll_B, SES, Seed_Weight",44.8
"Chlorophyll_B, SES, Root_thickness",48.6
"Chlorophyll_B, SES, Shoot_thickness",49.3
"Chlorophyll_B, SES, Stress_Root_thickness",53.8
"Chlorophyll_B, SES, Stress_Shoot_thickness",59.8
"Chlorophyll_B, SES, Lost_Root_weight",42.8
"Chlorophyll_B, SES, Lost_Shoot_weight",45.5
"Chlorophyll_B, SES, Lost_Root_length",39.4
"Chlorophyll_B, SES, Lost_Shoot_length",42.5
"Chlorophyll_B, SES, Lost_Root_thickness",41.1
"Chlorophyll_B, SES, Lost_Shoot_thickness",47.3
"Chlorophyll_B, SES, Lost_Chlorophyll_A",58.5
"Chlorophyll_B, SES, Lost_Chlorophyll_B",58.3
"Chlorophyll_B, SES, Seed_volume",43.5
"Chlorophyll_B, SES, Seed_density",35.9
"Chlorophyll_B, Stress_Chlorophyll_A, Stress_Chlorophyll_B",67.1
"Chlorophyll_B, Stress_Chlorophyll_A, Width_WO_husk",39.2
"Chlorophyll_B, Stress_Chlorophyll_A, Length_WO_husk",42.8
"Chlorophyll_B, Stress_Chlorophyll_A, Height_WO_husk",43.4
"Chlorophyll_B, Stress_Chlorophyll_A, Seed_Weight",44.9
"Chlorophyll_B, Stress_Chlorophyll_A, Root_thickness",52.6
"Chlorophyll_B, Stress_Chlorophyll_A, Shoot_thickness",52.7
"Chlorophyll_B, Stress_Chlorophyll_A, Stress_Root_thickness",53
"Chlorophyll_B, Stress_Chlorophyll_A, Stress_Shoot_thickness",60.1
"Chlorophyll_B, Stress_Chlorophyll_A, Lost_Root_weight",41.1
"Chlorophyll_B, Stress_Chlorophyll_A, Lost_Shoot_weight",46.1
"Chlorophyll_B, Stress_Chlorophyll_A, Lost_Root_length",42.6
"Chlorophyll_B, Stress_Chlorophyll_A, Lost_Shoot_length",42.2
"Chlorophyll_B, Stress_Chlorophyll_A, Lost_Root_thickness",43.6
"Chlorophyll_B, Stress_Chlorophyll_A, Lost_Shoot_thickness",43.7
"Chlorophyll_B, Stress_Chlorophyll_A, Lost_Chlorophyll_A",62.6
"Chlorophyll_B, Stress_Chlorophyll_A, Lost_Chlorophyll_B",61.3
"Chlorophyll_B, Stress_Chlorophyll_A, Seed_volume",43.9
"Chlorophyll_B, Stress_Chlorophyll_A, Seed_density",38.3
"Chlorophyll_B, Stress_Chlorophyll_B, Width_WO_husk",39.9
"Chlorophyll_B, Stress_Chlorophyll_B, Length_WO_husk",43.3
"Chlorophyll_B, Stress_Chlorophyll_B, Height_WO_husk",43.4
"Chlorophyll_B, Stress_Chlorophyll_B, Seed_Weight",45.1
"Chlorophyll_B, Stress_Chlorophyll_B, Root_thickness",52.2
"Chlorophyll_B, Stress_Chlorophyll_B, Shoot_thickness",52.8
"Chlorophyll_B, Stress_Chlorophyll_B, Stress_Root_thickness",52.8
"Chlorophyll_B, Stress_Chlorophyll_B, Stress_Shoot_thickness",58.3
"Chlorophyll_B, Stress_Chlorophyll_B, Lost_Root_weight",41.2
"Chlorophyll_B, Stress_Chlorophyll_B, Lost_Shoot_weight",46.6
"Chlorophyll_B, Stress_Chlorophyll_B, Lost_Root_length",42.1
"Chlorophyll_B, Stress_Chlorophyll_B, Lost_Shoot_length",42.6
"Chlorophyll_B, Stress_Chlorophyll_B, Lost_Root_thickness",43.5
"Chlorophyll_B, Stress_Chlorophyll_B, Lost_Shoot_thickness",43
"Chlorophyll_B, Stress_Chlorophyll_B, Lost_Chlorophyll_A",60.6
"Chlorophyll_B, Stress_Chlorophyll_B, Lost_Chlorophyll_B",61.4
"Chlorophyll_B, Stress_Chlorophyll_B, Seed_volume",44.1
"Chlorophyll_B, Stress_Chlorophyll_B, Seed_density",39.2
"Chlorophyll_B, Width_WO_husk, Length_WO_husk",42.1
"Chlorophyll_B, Width_WO_husk, Height_WO_husk",59.2
"Chlorophyll_B, Width_WO_husk, Seed_Weight",55.4
"Chlorophyll_B, Width_WO_husk, Root_thickness",42.6
"Chlorophyll_B, Width_WO_husk, Shoot_thickness",46.7
"Chlorophyll_B, Width_WO_husk, Stress_Root_thickness",38.8
"Chlorophyll_B, Width_WO_husk, Stress_Shoot_thickness",41.3
"Chlorophyll_B, Width_WO_husk, Lost_Root_weight",41.2
"Chlorophyll_B, Width_WO_husk, Lost_Shoot_weight",45.9
"Chlorophyll_B, Width_WO_husk, Lost_Root_length",40.9
"Chlorophyll_B, Width_WO_husk, Lost_Shoot_length",42.6
"Chlorophyll_B, Width_WO_husk, Lost_Root_thickness",42.6
"Chlorophyll_B, Width_WO_husk, Lost_Shoot_thickness",43.1
"Chlorophyll_B, Width_WO_husk, Lost_Chlorophyll_A",45.2
"Chlorophyll_B, Width_WO_husk, Lost_Chlorophyll_B",50.5
"Chlorophyll_B, Width_WO_husk, Seed_volume",58.7
"Chlorophyll_B, Width_WO_husk, Seed_density",46.2
"Chlorophyll_B, Length_WO_husk, Height_WO_husk",40.1
"Chlorophyll_B, Length_WO_husk, Seed_Weight",50
"Chlorophyll_B, Length_WO_husk, Root_thickness",49.8
"Chlorophyll_B, Length_WO_husk, Shoot_thickness",48.6
"Chlorophyll_B, Length_WO_husk, Stress_Root_thickness",39.9
"Chlorophyll_B, Length_WO_husk, Stress_Shoot_thickness",42.1
"Chlorophyll_B, Length_WO_husk, Lost_Root_weight",42.9
"Chlorophyll_B, Length_WO_husk, Lost_Shoot_weight",47.2
"Chlorophyll_B, Length_WO_husk, Lost_Root_length",38.7
"Chlorophyll_B, Length_WO_husk, Lost_Shoot_length",42.4
"Chlorophyll_B, Length_WO_husk, Lost_Root_thickness",46.5
"Chlorophyll_B, Length_WO_husk, Lost_Shoot_thickness",43.8
"Chlorophyll_B, Length_WO_husk, Lost_Chlorophyll_A",46.1
"Chlorophyll_B, Length_WO_husk, Lost_Chlorophyll_B",51.1
"Chlorophyll_B, Length_WO_husk, Seed_volume",48.1
"Chlorophyll_B, Length_WO_husk, Seed_density",36.3
"Chlorophyll_B, Height_WO_husk, Seed_Weight",57.7
"Chlorophyll_B, Height_WO_husk, Root_thickness",45.3
"Chlorophyll_B, Height_WO_husk, Shoot_thickness",51
"Chlorophyll_B, Height_WO_husk, Stress_Root_thickness",44
"Chlorophyll_B, Height_WO_husk, Stress_Shoot_thickness",46.9
"Chlorophyll_B, Height_WO_husk, Lost_Root_weight",43.1
"Chlorophyll_B, Height_WO_husk, Lost_Shoot_weight",48.6
"Chlorophyll_B, Height_WO_husk, Lost_Root_length",41.1
"Chlorophyll_B, Height_WO_husk, Lost_Shoot_length",44.7
"Chlorophyll_B, Height_WO_husk, Lost_Root_thickness",41.9
"Chlorophyll_B, Height_WO_husk, Lost_Shoot_thickness",45
"Chlorophyll_B, Height_WO_husk, Lost_Chlorophyll_A",45.6
"Chlorophyll_B, Height_WO_husk, Lost_Chlorophyll_B",51.6
"Chlorophyll_B, Height_WO_husk, Seed_volume",61.3
"Chlorophyll_B, Height_WO_husk, Seed_density",48.9
"Chlorophyll_B, Seed_Weight, Root_thickness",47.1
"Chlorophyll_B, Seed_Weight, Shoot_thickness",52.4
"Chlorophyll_B, Seed_Weight, Stress_Root_thickness",44.8
"Chlorophyll_B, Seed_Weight, Stress_Shoot_thickness",48.1
"Chlorophyll_B, Seed_Weight, Lost_Root_weight",43.1
"Chlorophyll_B, Seed_Weight, Lost_Shoot_weight",49.2
"Chlorophyll_B, Seed_Weight, Lost_Root_length",39.1
"Chlorophyll_B, Seed_Weight, Lost_Shoot_length",44
"Chlorophyll_B, Seed_Weight, Lost_Root_thickness",42.5
"Chlorophyll_B, Seed_Weight, Lost_Shoot_thickness",44.9
"Chlorophyll_B, Seed_Weight, Lost_Chlorophyll_A",44.8
"Chlorophyll_B, Seed_Weight, Lost_Chlorophyll_B",49.9
"Chlorophyll_B, Seed_Weight, Seed_volume",65.5
"Chlorophyll_B, Seed_Weight, Seed_density",37.6
"Chlorophyll_B, Root_thickness, Shoot_thickness",61
"Chlorophyll_B, Root_thickness, Stress_Root_thickness",52.5
"Chlorophyll_B, Root_thickness, Stress_Shoot_thickness",52.8
"Chlorophyll_B, Root_thickness, Lost_Root_weight",56.6
"Chlorophyll_B, Root_thickness, Lost_Shoot_weight",57.7
"Chlorophyll_B, Root_thickness, Lost_Root_length",43.4
"Chlorophyll_B, Root_thickness, Lost_Shoot_length",49.9
"Chlorophyll_B, Root_thickness, Lost_Root_thickness",63.3
"Chlorophyll_B, Root_thickness, Lost_Shoot_thickness",51.6
"Chlorophyll_B, Root_thickness, Lost_Chlorophyll_A",44.4
"Chlorophyll_B, Root_thickness, Lost_Chlorophyll_B",50.2
"Chlorophyll_B, Root_thickness, Seed_volume",46.4
"Chlorophyll_B, Root_thickness, Seed_density",42.5
"Chlorophyll_B, Shoot_thickness, Stress_Root_thickness",50.7
"Chlorophyll_B, Shoot_thickness, Stress_Shoot_thickness",55.6
"Chlorophyll_B, Shoot_thickness, Lost_Root_weight",55.6
"Chlorophyll_B, Shoot_thickness, Lost_Shoot_weight",67.1
"Chlorophyll_B, Shoot_thickness, Lost_Root_length",45.6
"Chlorophyll_B, Shoot_thickness, Lost_Shoot_length",51
"Chlorophyll_B, Shoot_thickness, Lost_Root_thickness",55.5
"Chlorophyll_B, Shoot_thickness, Lost_Shoot_thickness",63.6
"Chlorophyll_B, Shoot_thickness, Lost_Chlorophyll_A",47.3
"Chlorophyll_B, Shoot_thickness, Lost_Chlorophyll_B",52.5
"Chlorophyll_B, Shoot_thickness, Seed_volume",51.8
"Chlorophyll_B, Shoot_thickness, Seed_density",45.2
"Chlorophyll_B, Stress_Root_thickness, Stress_Shoot_thickness",57.9
"Chlorophyll_B, Stress_Root_thickness, Lost_Root_weight",44
"Chlorophyll_B, Stress_Root_thickness, Lost_Shoot_weight",45.4
"Chlorophyll_B, Stress_Root_thickness, Lost_Root_length",38.5
"Chlorophyll_B, Stress_Root_thickness, Lost_Shoot_length",42.4
"Chlorophyll_B, Stress_Root_thickness, Lost_Root_thickness",42.9
"Chlorophyll_B, Stress_Root_thickness, Lost_Shoot_thickness",44.5
"Chlorophyll_B, Stress_Root_thickness, Lost_Chlorophyll_A",50.1
"Chlorophyll_B, Stress_Root_thickness, Lost_Chlorophyll_B",53.1
"Chlorophyll_B, Stress_Root_thickness, Seed_volume",43.4
"Chlorophyll_B, Stress_Root_thickness, Seed_density",37.3
"Chlorophyll_B, Stress_Shoot_thickness, Lost_Root_weight",41.3
"Chlorophyll_B, Stress_Shoot_thickness, Lost_Shoot_weight",45.6
"Chlorophyll_B, Stress_Shoot_thickness, Lost_Root_length",40.8
"Chlorophyll_B, Stress_Shoot_thickness, Lost_Shoot_length",41.9
"Chlorophyll_B, Stress_Shoot_thickness, Lost_Root_thickness",41.7
"Chlorophyll_B, Stress_Shoot_thickness, Lost_Shoot_thickness",45.2
"Chlorophyll_B, Stress_Shoot_thickness, Lost_Chlorophyll_A",56.1
"Chlorophyll_B, Stress_Shoot_thickness, Lost_Chlorophyll_B",55.5
"Chlorophyll_B, Stress_Shoot_thickness, Seed_volume",47.1
"Chlorophyll_B, Stress_Shoot_thickness, Seed_density",37.2
"Chlorophyll_B, Lost_Root_weight, Lost_Shoot_weight",62.4
"Chlorophyll_B, Lost_Root_weight, Lost_Root_length",47.9
"Chlorophyll_B, Lost_Root_weight, Lost_Shoot_length",55.1
"Chlorophyll_B, Lost_Root_weight, Lost_Root_thickness",63
"Chlorophyll_B, Lost_Root_weight, Lost_Shoot_thickness",59
"Chlorophyll_B, Lost_Root_weight, Lost_Chlorophyll_A",51.1
"Chlorophyll_B, Lost_Root_weight, Lost_Chlorophyll_B",55.6
"Chlorophyll_B, Lost_Root_weight, Seed_volume",43
"Chlorophyll_B, Lost_Root_weight, Seed_density",41.2
"Chlorophyll_B, Lost_Shoot_weight, Lost_Root_length",48.9
"Chlorophyll_B, Lost_Shoot_weight, Lost_Shoot_length",61.1
"Chlorophyll_B, Lost_Shoot_weight, Lost_Root_thickness",58.5
"Chlorophyll_B, Lost_Shoot_weight, Lost_Shoot_thickness",68.7
"Chlorophyll_B, Lost_Shoot_weight, Lost_Chlorophyll_A",53.6
"Chlorophyll_B, Lost_Shoot_weight, Lost_Chlorophyll_B",57.7
